"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"128",1180,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43807,2,"TQ",78540,54670,"TQ7854054670","GB106040018430",20,3.4,13.8,3,5,41.67,9,17,47,28,218.8,NA,NA,NA,"1995-01-01","1981-06-19","2013-09-12",35,FALSE,1,14317,"LEN","TQ7854054670",365918,1,"",2003-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",359542,"2003-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,77,4.81,16,79,4.94,NA,NA,NA,NA,NA,NA,NA,11,53,4.82,0.5,0.5,100,2.26,4.2,53.81,14,98,7,NA,NA,NA,NA,3,0,11,22,50,16,82.4,5.15,"No",2003,10,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4","SO-E0000484",0.0365,16.815,86.7,0.296,6.255,0.00102,7.98,8.395,1.85,0.0304,6.29,NA,NA,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4",62,104,0,9,9,0,6,0,151,3,16,344,5,15
"129",1191,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN TRIB.",43845,2,"TQ",82380,53780,"TQ8238053780","GB106040018430",50,19.5,1.1,1,3.2,13.33,8,48,28,15,221.7,NA,NA,NA,"1995-01-01","1990-03-06","2013-10-14",33,FALSE,1,14462,"LEN TRIB.","TQ8238053780",366451,2,"",2003-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360120,"2003-10-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,64,4.57,14,66.5,4.75,NA,NA,NA,NA,NA,NA,NA,9,41,4.56,1,1,100,6.03,7.49,80.51,12,92,7.67,NA,NA,NA,NA,4,0,19,32,59.38,14,66.7,4.76,"No",2003,10,"79D6A22E-5103-4F34-8625-749E2E8D6CE9","SO-E0000504",0.0566666666666667,15.53,88.8333333333333,0.360666666666667,9.60333333333333,0.00144333333333333,7.97,8.83666666666667,1.5,0.0442,9.63666666666667,NA,NA,"79D6A22E-5103-4F34-8625-749E2E8D6CE9",127,1300,4,68,962,0,40,0,50,4,14,2556,3,1002
"130",1211,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT TRIB.",44099,2,"TQ",91920,40440,"TQ9192040440","GB106040018280",30,1.7,0.7,1,0.9,12.33,0,5,0,95,152.2,NA,NA,NA,"1995-01-01","1990-03-22","2014-09-05",31,FALSE,1,14619,"BEULT TRIB.","TQ9192040440",503769,1,"",2003-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",499119,"2005-07-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,73,4.56,19,85.8,4.52,7,12,1.71,3,3,3,5.14,13,49,3.77,2.13,7.28,29.26,1.51,6.85,22.04,15,90,6,13,80,6.15,3,30,10,8,36,22.22,19,91.6,4.82,"No",2003,11,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93","SO-E0000622",0.039,15.83,68.8,0.803,15.05,0.00041,7.535,6.78,1,0.02855,15.05,NA,NA,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93",54,750,2,8,15,0,4,1,158,750,20,1742,3,20
"131",1227,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-10-19",47,FALSE,1,14827,"TEISE","TQ7123338453",376068,1,"",2003-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370521,"2004-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,20,115.6,5.78,NA,NA,NA,NA,NA,NA,NA,13,65,5,0.63,0.63,100,10.01,12.92,77.48,18,128,7.11,NA,NA,NA,NA,3,0,20,40,50,20,112.1,5.61,"No",2003,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.03,18.1,84.35,0.035,0.7895,0.00066,7.81,7.94,1.25,0.0119,0.8,7.6,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",25,40,10,30,50,0,70,0,25,43,20,293,9,120
"132",1228,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71228,36658,"TQ7122836658","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,14856,"TEISE TRIB.(KILNDOWN)","TQ7122836658",393182,1,"",2003-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",390015,"2005-03-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,88,4.89,18,91.3,5.07,NA,NA,NA,NA,NA,NA,NA,12,48,4,1.26,1.26,100,3.5,5.2,67.31,16,104,6.5,NA,NA,NA,NA,3,0,13,28,46.43,18,85.9,4.77,"No",2003,10,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.0585,16.485,67.55,0.93,4.325,0.000705,7.605,6.58,1.3,0.0263,4.35,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",52,42,0,61,85,0,21,0,100,5,24,378,6,106
"133",1232,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,14901,"PIPPINGFORD BROOK","TQ4780034360",378633,1,"",2003-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",373420,"2004-04-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,152,5.85,29,170.3,5.87,NA,NA,NA,NA,NA,NA,NA,19,87,4.58,0.63,1,63,6.49,11.36,57.13,24,165,6.88,NA,NA,NA,NA,4,0,18,44,40.91,29,172.7,5.96,"No",2003,9,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",0.068,16.91,62.7,0.05,0.342,0.00037,7.24,6.06,1.1,0.008,0.35,NA,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",203,55,0,53,164,2,32,105,220,67,31,922,11,301
"134",1233,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",44304,2,"TQ",49940,33440,"TQ4994033440","GB106040018370",65,6.5,5,1,2.8,13.33,23,60,2,15,30,NA,NA,NA,"1995-01-01","1989-10-31","2007-09-06",26,FALSE,1,14914,"PIPPINGFORD BROOK TRIB.","TQ4994033440",373056,1,"",2003-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",366839,"2003-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,86,5.73,17,99.9,5.88,NA,NA,NA,NA,NA,NA,NA,12,65,5.42,1.63,2,81.5,6.25,7.71,81.06,13,96,7.38,NA,NA,NA,NA,4,0,18,31,58.06,17,104.1,6.12,"No",2003,9,"154D3C21-B814-4DAD-B771-7FBE8CDD4F2C","SO-E0000978",0.119333333333333,14.1933333333333,78.3666666666667,1.015,6.85666666666667,0.0003,6.99333333333333,8.04333333333333,1.36666666666667,0.027,6.88333333333333,NA,NA,"154D3C21-B814-4DAD-B771-7FBE8CDD4F2C",350,230,0,44,23,0,0,71,738,15,17,1471,6,94
"135",1787,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SEVEN KINGS WATER",80996,1,"TQ",46600,89500,"TQ4660089500","GB106037028170",20,2,4.87,1,2,20,0,80,10,10,210,NA,NA,NA,"2012-10-04","2002-03-20","2021-05-07",23,FALSE,1,19901,"SEVEN KINGS WATER","TQ4660089500",366585,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360229,"2003-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,68,4.25,17,62.9,3.7,NA,NA,NA,NA,NA,NA,NA,11,39,3.55,NA,NA,NA,1.5,4.45,33.71,14,83,5.93,NA,NA,NA,NA,3,0,5,31,16.13,17,65.2,3.84,"No",2003,10,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13","TH-PRGR0131",1.2015,NA,NA,NA,NA,NA,7.735,NA,NA,NA,NA,NA,NA,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13",42,150,13,11,30,0,0,0,102,13,18,366,2,30
"136",1826,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTHALL SEWER",81379,1,"TQ",53214,81406,"TQ5321481406","GB106037028090",1,1.4,6.7,1,4.5,50,0,5,5,90,268,NA,NA,NA,"2015-01-07","2002-03-20","2021-05-13",17,FALSE,1,20074,"SOUTHALL SEWER","TQ5321481406",366587,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370010,"2004-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,42,3.82,11,40.3,3.66,NA,NA,NA,NA,NA,NA,NA,8,32,4,0.63,0.63,100,0.5,3.2,15.63,9,56,6.22,NA,NA,NA,NA,3,0,3,20,15,11,40.7,3.7,"No",2003,10,"1608031E-5685-40A0-9709-420206CA5CB7","TH-PTNR0076",0.038,20,104,0.104,NA,0.00143,8,9.43,1.3,NA,12.7,NA,NA,"1608031E-5685-40A0-9709-420206CA5CB7",61,43,0,0,0,2,0,0,11,62,11,181,0,0
"137",2063,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",89727,1,"SO",99166,13287,"SO9916613287","GB106039029810",155,2.5,5.61,2,6,52.3,20,31,6,43,180,NA,NA,NA,"2012-10-04","2002-11-29","2012-09-28",19,FALSE,1,20896,"CHURN","SO9916613287",635035,1,"",2003-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",380516,"2004-04-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",33,198,6,36,229.2,6.37,30,49,1.63,5,7,7,11.43,27,151,5.59,27.15,30.21,89.87,17.03,19.96,85.32,32,245,7.66,36,298,8.28,57,75,76,49,67,73.13,36,225.8,6.27,"No",2003,11,"7132C816-A8E1-46E2-A49B-B38EFB15C491","TH-PUTR0213",0.0353333333333333,16.8766666666667,96.3,NA,NA,0.00102666666666667,8.13666666666667,9.32666666666667,1.86666666666667,0.300333333333333,NA,4.63333333333333,NA,"7132C816-A8E1-46E2-A49B-B38EFB15C491",102,7160,99,270,241,0,285,1,309,53,46,8525,20,527
"138",2137,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",96881,1,"SU",7837,95983,"SU0783795983","GB106039029750",89,2,32,2,4.3,49.1,2,38,34,26,180,NA,NA,NA,"2012-10-04","2003-05-06","2014-09-17",22,FALSE,1,21147,"CHURN","SU0783795983",385066,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",380518,"2004-04-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,93,5.17,20,98.8,4.94,13,24,1.85,3,3,3,5.54,15,71,4.73,4.13,9.11,45.33,3,7.37,40.71,16,112,7,18,127,7.06,8,38,21.05,12,36,33.33,20,101.6,5.08,"No",2003,11,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",0.03,19.875,108.05,0.025,3.43,0.00115,8.145,9.83,1.95,0.0225,3.455,6.35,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",405,86,0,95,3,7,123,0,110,17,25,847,5,126
"139",2139,"THAMES - WEST","THAMES","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",96883,1,"SP",7324,1662,"SP0732401662","GB106039030300",94,2,1.5,2,6.4,42.8,2,49,26,23,202,NA,NA,NA,"2011-01-01","2003-05-06","2022-09-21",36,FALSE,1,21190,"AMPNEY BROOK","SP0732401662",392240,1,"",2003-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",388928,"2004-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,120,5.22,28,144.9,5.18,25,39,1.56,5,5,5,7.8,22,99,4.5,8.38,16.1,52.05,5.51,10.4,52.98,22,145,6.59,28,201,7.18,18,61,29.51,16,50,32,28,141.5,5.05,"No",2003,11,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A","TH-PUTR0175",0.03,15.25,104.566666666667,0.03,8.68,0.00055,7.83333333333333,10.4866666666667,1.2,0.0225333333333333,8.7,3.06666666666667,NA,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A",167,5,12,118,279,0,94,0,42,222,38,964,9,373
