"","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"3045","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82487,2,"SU",46267,16744,"SU4626716744",446267,116744,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3046","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82488,2,"SU",46374,16792,"SU4637416792",446374,116792,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3047","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82489,2,"SU",46491,16833,"SU4649116833",446491,116833,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3048","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82490,2,"SU",46610,16890,"SU4661016890",446610,116890,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3049","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82491,2,"SU",46717,16963,"SU4671716963",446717,116963,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3050","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82492,2,"SU",46759,17070,"SU4675917070",446759,117070,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-24,4,FALSE
"3051","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82493,2,"SU",46782,17189,"SU4678217189",446782,117189,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3052","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82494,2,"SU",46680,17279,"SU4668017279",446680,117279,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3053","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82495,2,"SU",46723,17444,"SU4672317444",446723,117444,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3054","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82496,2,"SU",46739,17534,"SU4673917534",446739,117534,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3055","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82497,2,"SU",46857,17276,"SU4685717276",446857,117276,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3056","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82498,2,"SU",46898,17343,"SU4689817343",446898,117343,"GB107042022580",,,,,,,,,,,,,,,,2001-11-05,2002-07-23,4,FALSE
"3057","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82499,2,"SU",46304,20813,"SU4630420813",446304,120813,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3058","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82500,2,"SU",46490,20764,"SU4649020764",446490,120764,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3059","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82501,2,"SU",46755,20733,"SU4675520733",446755,120733,"GB107042016630",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3060","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82502,2,"SU",46837,20908,"SU4683720908",446837,120908,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3061","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82503,2,"SU",46868,21221,"SU4686821221",446868,121221,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3062","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82504,2,"SU",46841,21378,"SU4684121378",446841,121378,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3063","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82505,2,"SU",46454,20809,"SU4645420809",446454,120809,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3064","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82506,2,"SU",46490,20918,"SU4649020918",446490,120918,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3065","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82507,2,"SU",46523,20991,"SU4652320991",446523,120991,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3066","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82508,2,"SU",46696,20998,"SU4669620998",446696,120998,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3067","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82509,2,"SU",46763,20997,"SU4676320997",446763,120997,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3068","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82510,2,"SU",46808,21284,"SU4680821284",446808,121284,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-08,4,FALSE
"3069","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82511,2,"SU",47766,25362,"SU4776625362",447766,125362,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3070","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82512,2,"SU",47767,25498,"SU4776725498",447767,125498,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3071","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82513,2,"SU",47771,25635,"SU4777125635",447771,125635,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3072","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82514,2,"SU",47794,25738,"SU4779425738",447794,125738,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3073","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82515,2,"SU",47735,25601,"SU4773525601",447735,125601,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3074","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82516,2,"SU",47731,25480,"SU4773125480",447731,125480,"GB107042022580",,,,,,,,,,,,,,,,2001-10-30,2002-08-07,4,FALSE
"3075","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82517,2,"SU",46813,17654,"SU4681317654",446813,117654,"GB107042022580",,,,,,,,,,,,,,,,2001-10-25,2002-07-25,4,FALSE
"3076","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82518,2,"SU",46845,17745,"SU4684517745",446845,117745,"GB107042022580",,,,,,,,,,,,,,,,2001-10-26,2002-07-25,4,FALSE
"3077","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82519,2,"SU",46997,17589,"SU4699717589",446997,117589,"GB107042022580",,,,,,,,,,,,,,,,2001-10-26,2002-07-25,4,FALSE
"3078","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82520,2,"SU",47062,17651,"SU4706217651",447062,117651,"GB107042022580",,,,,,,,,,,,,,,,2001-10-26,2002-07-25,4,FALSE
"3079","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82521,2,"SU",47122,17735,"SU4712217735",447122,117735,"GB107042022580",,,,,,,,,,,,,,,,2001-11-07,2002-07-25,4,FALSE
"3080","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82522,2,"SU",47289,17713,"SU4728917713",447289,117713,"GB107042022580",,,,,,,,,,,,,,,,2001-11-07,2002-07-25,4,FALSE
"3081","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82523,2,"SU",47313,17898,"SU4731317898",447313,117898,"GB107042022580",,,,,,,,,,,,,,,,2001-11-07,2002-07-25,4,FALSE
"3082","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82524,2,"SU",34651,31618,"SU3465131618",434651,131618,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3083","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82525,2,"SU",34648,31730,"SU3464831730",434648,131730,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3084","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82526,2,"SU",34594,31773,"SU3459431773",434594,131773,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3085","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82527,2,"SU",34585,31827,"SU3458531827",434585,131827,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3086","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82528,2,"SU",34664,31864,"SU3466431864",434664,131864,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3087","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82529,2,"SU",34587,32025,"SU3458732025",434587,132025,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3088","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82530,2,"SU",34558,31769,"SU3455831769",434558,131769,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3089","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82531,2,"SU",34637,31491,"SU3463731491",434637,131491,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3090","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82532,2,"SU",34634,31403,"SU3463431403",434634,131403,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3091","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82533,2,"SU",34607,31231,"SU3460731231",434607,131231,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3092","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82534,2,"SU",34730,31426,"SU3473031426",434730,131426,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3093","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82535,2,"SU",34801,31505,"SU3480131505",434801,131505,"GB107042022670",,,,,,,,,,,,,,,,2001-10-22,2002-07-30,4,FALSE
"3094","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82536,2,"SU",34905,31447,"SU3490531447",434905,131447,"GB107042022670",,,,,,,,,,,,,,,,2001-10-24,2002-07-30,4,FALSE
"3095","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82537,2,"SU",34841,31245,"SU3484131245",434841,131245,"GB107042022670",,,,,,,,,,,,,,,,2001-10-25,2002-07-30,4,FALSE
"3096","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82538,2,"SU",34689,31156,"SU3468931156",434689,131156,"GB107042022670",,,,,,,,,,,,,,,,2001-10-24,2002-07-30,4,FALSE
"3097","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82539,2,"SU",34673,31219,"SU3467331219",434673,131219,"GB107042022670",,,,,,,,,,,,,,,,2001-10-24,2002-07-30,4,FALSE
"3098","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST WATER MEADOWS",82540,2,"SU",34806,31379,"SU3480631379",434806,131379,"GB107042022670",,,,,,,,,,,,,,,,2001-10-26,2002-07-30,4,FALSE
"3099","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82541,2,"SU",47677,24049,"SU4767724049",447677,124049,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3100","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82542,2,"SU",47611,24035,"SU4761124035",447611,124035,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3101","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82543,2,"SU",47611,23937,"SU4761123937",447611,123937,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3102","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82544,2,"SU",47546,24026,"SU4754624026",447546,124026,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3103","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82545,2,"SU",47450,24006,"SU4745024006",447450,124006,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3104","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","ITCHEN WATER MEADOWS",82546,2,"SU",47463,23519,"SU4746323519",447463,123519,"GB107042022580",,,,,,,,,,,,,,,,2001-10-23,2002-07-29,4,FALSE
"3105","SOUTHERN - KENT & E. SUSSEX","WALLERS HAVEN","RIVER: Natural/semi-natural flowing fresh watercourse","NUNNINGHAM STREAM",82561,2,"TQ",62060,14280,"TQ6206014280",562060,114280,"GB107041012610",,,,,,,,,,,,,,,,2002-02-11,2002-05-03,2,FALSE
"3106","SOUTHERN - KENT & E. SUSSEX","CUCKMERE","RIVER: Natural/semi-natural flowing fresh watercourse","NUNNINGHAM STREAM",82562,2,"TQ",62190,14260,"TQ6219014260",562190,114260,"GB107041012610",,,,,,,,,,,,,,,,2002-02-11,2002-05-03,2,FALSE
"3107","SOUTHERN - SOLENT & S. DOWNS","WEST SUSSEX STREAMS","RIVER: Natural/semi-natural flowing fresh watercourse","EMS RIVER",82657,2,"SU",76054,7934,"SU7605407934",476054,107934,"GB107041012370",13,2.9,6.1,1,3.2,38,15,60,0,25,226,,,,2013-01-01,2001-07-04,2010-10-20,17,FALSE
"3108","SOUTHERN - SOLENT & S. DOWNS","WEST SUSSEX STREAMS","RIVER: Natural/semi-natural flowing fresh watercourse","EMS RIVER",82658,2,"SU",76358,7882,"SU7635807882",476358,107882,"GB107041012370",,,,,,,,,,,,,,,,2001-07-04,2010-10-20,13,FALSE
"3109","SOUTHERN - SOLENT & S. DOWNS","SUSSEX ROTHER","RIVER: Natural/semi-natural flowing fresh watercourse","BARNETTS BROOK",82660,2,"SU",92800,17190,"SU9280017190",492800,117190,"GB107041012750",,,,,,,,,,,,,,,,2001-08-24,2001-08-24,1,FALSE
"3110","MIDLANDS - WEST","AVON (BELOW BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","AVON (LS - BELOW BIDFORD)",82682,2,"SO",88650,32150,"SO8865032150",388650,232150,"GB109054039800",10,0.5,155,7,,,,,,,,,,,,2002-07-18,2002-09-09,2,FALSE
"3111","MIDLANDS - WEST","AVON (BELOW BIDFORD) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","AVON (LS - BELOW BIDFORD)",82683,2,"SO",88690,32260,"SO8869032260",388690,232260,"GB109054039800",10,0.5,155,7,,,,,,,,,,,,2002-07-18,2002-09-09,2,FALSE
"3112","SOUTHERN - SOLENT & S. DOWNS","ADUR","RIVER: Natural/semi-natural flowing fresh watercourse","CHESS STREAM TRIBUTARY",82817,2,"TQ",22839,15646,"TQ2283915646",522839,115646,"GB107041012110",,,,,,,,,,,,,,,,2002-07-03,2002-07-03,1,FALSE
"3113","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","UNNAMED TRIBUTARY OF TEST",83137,2,"SU",34096,29185,"SU3409629185",434096,129185,"GB107042022670",,,,,,,,,,,,,,,,2002-05-29,2002-05-29,1,FALSE
"3114","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","UNNAMED TRIBUTARY OF TEST",83138,2,"SU",34084,29045,"SU3408429045",434084,129045,"GB107042022670",,,,,,,,,,,,,,,,2002-05-29,2002-05-29,1,FALSE
"3115","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","DEVER",83144,2,"SU",43246,42048,"SU4324642048",443246,142048,"GB107042022690",,,,,,,,,,,,,,,,2002-05-21,2002-05-21,1,FALSE
"3116","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","DEVER",83145,2,"SU",43366,41857,"SU4336641857",443366,141857,"GB107042022690",,,,,,,,,,,,,,,,2002-05-21,2002-05-21,1,FALSE
"3117","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",83149,2,"SU",38667,39550,"SU3866739550",438667,139550,"GB107042022750",,,,,,,,,,,,,,,,2002-05-27,2002-05-27,1,FALSE
"3118","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",83150,2,"SU",38299,39294,"SU3829939294",438299,139294,"GB107042022750",,,,,,,,,,,,,,,,2002-05-27,2002-05-27,1,FALSE
"3119","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","BLACKWATER",83156,2,"SU",21811,20075,"SU2181120075",421811,120075,"GB107042016810",,,,,,,,,,,,,,,,2002-06-20,2011-05-31,3,FALSE
"3120","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","BLACKWATER",83157,2,"SU",22014,19961,"SU2201419961",422014,119961,"GB107042016810",,,,,,,,,,,,,,,,2002-06-20,2011-05-31,3,FALSE
"3121","SOUTHERN - SOLENT & S. DOWNS","MEON","RIVER: Natural/semi-natural flowing fresh watercourse","MEON",83159,2,"SU",57125,11146,"SU5712511146",457125,111146,"GB107042016640",,,,,,,,,,,,,,,,2002-05-22,2002-05-22,1,FALSE
"3122","SOUTHERN - SOLENT & S. DOWNS","MEON","RIVER: Natural/semi-natural flowing fresh watercourse","MEON",83160,2,"SU",56570,10654,"SU5657010654",456570,110654,"GB107042016640",,,,,,,,,,,,,,,,2002-05-22,2002-05-22,1,FALSE
"3123","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","UNNAMED TRIBUTARY OF TEST",83165,2,"SU",35452,34629,"SU3545234629",435452,134629,"GB107042022670",,,,,,,,,,,,,,,,2002-05-29,2002-05-29,1,FALSE
"3124","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","UNNAMED TRIBUTARY OF TEST",83166,2,"SU",35346,34409,"SU3534634409",435346,134409,"GB107042022670",,,,,,,,,,,,,,,,2002-05-29,2002-05-29,1,FALSE
"3125","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","BLACKWATER",83317,2,"SU",31680,19210,"SU3168019210",431680,119210,"GB107042016790",,,,,,,,,,,,,,,,2002-05-23,2002-05-23,1,FALSE
"3126","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","BLACKWATER",83318,2,"SU",31780,19170,"SU3178019170",431780,119170,"GB107042016790",,,,,,,,,,,88,,,,1995-01-01,2002-05-23,2002-05-23,1,FALSE
"3127","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","DUN (TEST)",83320,2,"SU",22960,27300,"SU2296027300",422960,127300,"GB107042022640",,,,,,,,,,,,,,,,2002-05-23,2002-05-23,1,FALSE
"3128","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83322,1,"SU",53030,85780,"SU5303085780",453030,185780,"GB106039023600",65,9,0.25,1,,,,,,,,,,,,2001-08-10,2002-08-20,4,FALSE
"3129","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83323,1,"SU",52885,85760,"SU5288585760",452885,185760,"GB106039023600",65,9,0.25,1,,,,,,,,,,,,2001-08-10,2002-08-20,4,FALSE
"3130","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83324,1,"SU",52912,85779,"SU5291285779",452912,185779,"GB106039023600",65,9,0.25,1,,,,,,,,,,,,2001-08-10,2002-08-20,4,FALSE
"3131","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83325,1,"SU",53140,86030,"SU5314086030",453140,186030,"GB106039023600",65,9,0.5,1,,,,,,,,,,,,2001-08-10,2002-08-20,4,FALSE
"3132","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83326,1,"SU",53240,86030,"SU5324086030",453240,186030,"GB106039023600",65,9,0.5,1,,,,,,,,,,,,2001-08-10,2002-08-20,4,FALSE
"3133","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83327,1,"SU",52930,85790,"SU5293085790",452930,185790,"GB106039023600",65,9,0.45,1,,,,,,,,,,,,2001-08-10,2002-03-25,3,FALSE
"3134","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",83328,1,"SU",53310,85880,"SU5331085880",453310,185880,"GB106039023600",65,9,0.4,1,,,,,,,,,,,,2001-08-21,2002-08-20,4,FALSE
"3135","MIDLANDS - CENTRAL","ARROW & ALNE (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","BATCHLEY BROOK",83357,2,"SP",2250,68270,"SP0225068270",402250,268270,"GB109054043860",110,4.5,6,1,1.1,11,22,65,9,4,212,,,,2012-10-04,2002-08-05,2019-11-05,35,FALSE
"3136","MIDLANDS - WEST","BOW BROOK (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",83377,2,"SP",1004,64574,"SP0100464574",401004,264574,"GB109054043820",90,6.7,2.5,1,1.5,20,0,30,0,70,230.4,,,,2003-01-01,2002-08-19,2020-09-14,39,FALSE
"3137","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","BOW LAKE",83397,2,"SU",51730,20320,"SU5173020320",451730,120320,"",,,,,,,,,,,,,,,,2002-07-18,2002-07-18,1,FALSE
"3138","SOUTHERN - SOLENT & S. DOWNS","ITCHEN","RIVER: Natural/semi-natural flowing fresh watercourse","BOW LAKE",83398,2,"SU",51550,20290,"SU5155020290",451550,120290,"",,,,,,,,,,,,,,,,2002-07-18,2002-07-18,1,FALSE
